created_time,modified_time,name,owner_id,parent_token,token,type,url,shortcut_info.target_token,shortcut_info.target_type,is_downloaded
1700106038,1721790574,卓誉项目环形驱动器软件改动点,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,K5vfdvmw3o3tJFxbbTzcUuR8nvc,docx,https://motiong.feishu.cn/docx/K5vfdvmw3o3tJFxbbTzcUuR8nvc,nan,nan,1.0
1695286509,1721294213,编码器技术手册,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,W068dkNXKoLMNXx1mekcyQV6nls,docx,https://motiong.feishu.cn/docx/W068dkNXKoLMNXx1mekcyQV6nls,nan,nan,1.0
1691032896,1711943607,动态制动竞品调研,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,PAysdNRbnotWS9xKv4ScY7NXnwd,docx,https://motiong.feishu.cn/docx/PAysdNRbnotWS9xKv4ScY7NXnwd,nan,nan,1.0
1701067142,1701325021,编码器开发记录,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,MyhudL3l4oh6WLxDLNJcWqyenvb,docx,https://motiong.feishu.cn/docx/MyhudL3l4oh6WLxDLNJcWqyenvb,nan,nan,1.0
1666595955,1700121666,DRV8353 IO模拟SPI功能验证,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcnYXP9ofNxD5CddYA7FlQG78,docx,https://motiong.feishu.cn/docx/doxcnYXP9ofNxD5CddYA7FlQG78,nan,nan,1.0
1664175644,1695794533,上位机编码器解析工具,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcn5KI3W7r4RMHTPHk0D8zROh,docx,https://motiong.feishu.cn/docx/doxcn5KI3W7r4RMHTPHk0D8zROh,nan,nan,1.0
1690430539,1690526000,上位机编码器操作指南（17版固件）,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,IcJMdagNLo1AaQxCPHIcfyeMnne,docx,https://motiong.feishu.cn/docx/IcJMdagNLo1AaQxCPHIcfyeMnne,nan,nan,1.0
1688026646,1689908759,DG3驱动器软件自测报告,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,MpBDdP24lo9oARxz80FckFvdnjb,docx,https://motiong.feishu.cn/docx/MpBDdP24lo9oARxz80FckFvdnjb,nan,nan,1.0
1688527898,1688529642,DG3_FPGA滤波测试,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,IzgTdVqPTo8gRMxCvOGcYwDtnFg,docx,https://motiong.feishu.cn/docx/IzgTdVqPTo8gRMxCvOGcYwDtnFg,nan,nan,1.0
1685327860,1688457790,DG3驱动器产品技术方案书（软件）,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,AT6jdWZ0Io48LaxhH94c566Qnfd,docx,https://motiong.feishu.cn/docx/AT6jdWZ0Io48LaxhH94c566Qnfd,nan,nan,1.0
1684114766,1686296101,DG3项目（CANOpen&Modbus）底层自测记录,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,UQeOdaX9voPRZSx6USncc678nPd,docx,https://motiong.feishu.cn/docx/UQeOdaX9voPRZSx6USncc678nPd,nan,nan,1.0
1669599074,1685515123,AF高压伺服驱动器产品技术方案书（软件）,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,HtE1d8xtZoSMV1xZE2Zc168rnZf,docx,https://motiong.feishu.cn/docx/HtE1d8xtZoSMV1xZE2Zc168rnZf,nan,nan,1.0
1665217990,1685513872,环形驱动器产品技术方案书（软件）,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcnVYh3maxr8VyOgkfN9d56Vc,docx,https://motiong.feishu.cn/docx/doxcnVYh3maxr8VyOgkfN9d56Vc,nan,nan,1.0
1681354597,1681379692,flex雅特力出厂配置流程,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,HmpydEHJGoqqgqxmhnGchgNqnqf,docx,https://motiong.feishu.cn/docx/HmpydEHJGoqqgqxmhnGchgNqnqf,nan,nan,1.0
1670986449,1671000640,白银DN1系列软件开发方案,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,Jn1XdEbMnob96Wx2KGLcWNTcnBd,docx,https://motiong.feishu.cn/docx/Jn1XdEbMnob96Wx2KGLcWNTcnBd,nan,nan,1.0
1668132079,1668412456,PWM抱闸软件功能自测,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,TyJsdgxwfojAuzxMg28cbwv5nBg,docx,https://motiong.feishu.cn/docx/TyJsdgxwfojAuzxMg28cbwv5nBg,nan,nan,1.0
1662606179,1665214185,环形驱动器BSP层软件自测报告,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcnEUkWmw4NTZqIdauTFxTLFh,docx,https://motiong.feishu.cn/docx/doxcnEUkWmw4NTZqIdauTFxTLFh,nan,nan,1.0
1661155370,1661259254,银光项目BSP层软件自测报告,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcnb0doGVxLeYUQTfOMfRBKFb,docx,https://motiong.feishu.cn/docx/doxcnb0doGVxLeYUQTfOMfRBKFb,nan,nan,1.0
1657008632,1657014369,环形驱动器软件开发（双编码器）,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doxcn2IiVKLOuLfgRbDRS9tuMWe,docx,https://motiong.feishu.cn/docx/doxcn2IiVKLOuLfgRbDRS9tuMWe,nan,nan,1.0
1650527313,1650529184,国产预驱INA181A1验证报告,ou_d8514d70d4a38ccff9b5bd4a44a00369,fldcnHB85HhnYkql2zTddfsu3sb,doccnG7OZOR2MsiFtUCRImJTuIc,doc,https://motiong.feishu.cn/docs/doccnG7OZOR2MsiFtUCRImJTuIc,nan,nan,1.0
1701142974,1701142999,测试方案及报告,ou_d8514d70d4a38ccff9b5bd4a44a00369,Z33KfaWU6l9khHddDILclJSmnsX,EFFZfbXRRlttVtdnZ7Oc8B8ln8e,folder,https://motiong.feishu.cn/drive/folder/EFFZfbXRRlttVtdnZ7Oc8B8ln8e,nan,nan,2.0
1698200973,1699413005,项目启动信息,ou_a753179085cd683f578489a415f7052f,Z33KfaWU6l9khHddDILclJSmnsX,Fc1df5aixl5aKgd3gFIcmAR7npg,folder,https://motiong.feishu.cn/drive/folder/Fc1df5aixl5aKgd3gFIcmAR7npg,nan,nan,2.0
1699856121,1719387857,CN-N-22-C-HY-XS02使用手册,ou_37b08be8df9c413e81ea647e763c1897,Z33KfaWU6l9khHddDILclJSmnsX,nodcny1gdMBtDjCMgU2Y4RRyWTf,shortcut,https://motiong.feishu.cn/docx/B7X1d22I8o7S5oxhghEcWfyZnvf,B7X1d22I8o7S5oxhghEcWfyZnvf,docx,1.0
1701158594,1701674778,CN-N-22-C-HY-XS02-产品发布确认流程check List ,ou_a753179085cd683f578489a415f7052f,Z33KfaWU6l9khHddDILclJSmnsX,O4FCsftgzhOKNQtBdO0c0aaunqh,sheet,https://motiong.feishu.cn/sheets/O4FCsftgzhOKNQtBdO0c0aaunqh,nan,nan,1.0
1701157826,1701161357,2023年11月28日 CN-N-22-C-HY-XS02项目（新松半导体晶圆搬运项目）UT评审会议纪要,ou_d8514d70d4a38ccff9b5bd4a44a00369,Z33KfaWU6l9khHddDILclJSmnsX,R0dxdZambolaeNx38VOcRD2bn5d,docx,https://motiong.feishu.cn/docx/R0dxdZambolaeNx38VOcRD2bn5d,nan,nan,1.0
1698649570,1698649570,接口板参考设计.pdf,ou_d8514d70d4a38ccff9b5bd4a44a00369,Z33KfaWU6l9khHddDILclJSmnsX,HVKgbC2Sqocv5nxFOz5cXvFhnhd,file,https://motiong.feishu.cn/file/HVKgbC2Sqocv5nxFOz5cXvFhnhd,nan,nan,1.0
1698291210,1698291212,DG3结构图纸.zip,ou_d8514d70d4a38ccff9b5bd4a44a00369,Z33KfaWU6l9khHddDILclJSmnsX,W9BvbfuqKoNxNXxRzFaclGaRnif,file,https://motiong.feishu.cn/file/W9BvbfuqKoNxNXxRzFaclGaRnif,nan,nan,1.0
1680424698,1688882923,性能调试专题详解,ou_a753179085cd683f578489a415f7052f,Z33KfaWU6l9khHddDILclJSmnsX,nodcngO0yvsCO2oKhyM1PLf8Meb,shortcut,https://motiong.feishu.cn/docx/FCnWdpoWfoDXkCxJyrLc1eMmnWc,FCnWdpoWfoDXkCxJyrLc1eMmnWc,docx,1.0
1699253512,1717401369,沈阳新松测试大纲,ou_1b2910419bef52e21033a1e46ae065b1,EFFZfbXRRlttVtdnZ7Oc8B8ln8e,O05ibTVzhmcxY3n4VbUcPz2lnPf,mindnote,https://motiong.feishu.cn/mindnotes/O05ibTVzhmcxY3n4VbUcPz2lnPf,nan,nan,2.0
1694833975,1712736562,新松半导体晶圆搬运项目-软件开发,ou_d8514d70d4a38ccff9b5bd4a44a00369,EFFZfbXRRlttVtdnZ7Oc8B8ln8e,nodcnOYpZ4BI9NZek9Ya5mBVKme,shortcut,https://motiong.feishu.cn/docx/I0rRdFE5XocQ8OxtFwIcrgklnHc,I0rRdFE5XocQ8OxtFwIcrgklnHc,docx,1.0
1701075854,1701079198,新松第一轮环境跑机报告,ou_0f28ee79fed7f27b4f3fcb09ac8a2d83,EFFZfbXRRlttVtdnZ7Oc8B8ln8e,nodcnxfZ8Dd8TQcJXk7U9CTm3lc,shortcut,https://motiong.feishu.cn/docx/AT3LduvbUoupYwx7ZVWcDccDnXd,AT3LduvbUoupYwx7ZVWcDccDnXd,docx,1.0
1700547000,1700814525,新松项目测试报告（内部）,ou_1b2910419bef52e21033a1e46ae065b1,EFFZfbXRRlttVtdnZ7Oc8B8ln8e,JqFzdyCDVonzrpxGc32cviPfnEg,docx,https://motiong.feishu.cn/docx/JqFzdyCDVonzrpxGc32cviPfnEg,nan,nan,1.0
1699413004,1711781097,PRD-CN-N-22-C-HY-XS02项目（新松半导体晶圆搬运项目） ,ou_a753179085cd683f578489a415f7052f,Fc1df5aixl5aKgd3gFIcmAR7npg,RelvsAOU4hWubytwG0zci18Gnoh,sheet,https://motiong.feishu.cn/sheets/RelvsAOU4hWubytwG0zci18Gnoh,nan,nan,1.0
1698201173,1698201413,项目启动信息  ,ou_a753179085cd683f578489a415f7052f,Fc1df5aixl5aKgd3gFIcmAR7npg,Iu6Bsb2z4hNlaetNhT6cMTrpn0b,sheet,https://motiong.feishu.cn/sheets/Iu6Bsb2z4hNlaetNhT6cMTrpn0b,nan,nan,1.0
1698201004,1698201005,集成解决方案需求信息表 新松半导体Ver01.01改_lo54cyth.xlsx,ou_a753179085cd683f578489a415f7052f,Fc1df5aixl5aKgd3gFIcmAR7npg,ElSsbRCqvoBOx8xYIDmc888inXg,file,https://motiong.feishu.cn/file/ElSsbRCqvoBOx8xYIDmc888inXg,nan,nan,1.0
1698200999,1698201004,柔性集成集成方案概要文档-新松半导体_lo54db1m.docx,ou_a753179085cd683f578489a415f7052f,Fc1df5aixl5aKgd3gFIcmAR7npg,QmE6bDJcVouwUex8gQUcllA0nsh,file,https://motiong.feishu.cn/file/QmE6bDJcVouwUex8gQUcllA0nsh,nan,nan,1.0
1698200991,1698200999,新松-行动元驱动器总结及开发需求_20231017_lo54dlzl.pdf,ou_a753179085cd683f578489a415f7052f,Fc1df5aixl5aKgd3gFIcmAR7npg,InJpbBtZhokyy9xxn2TcwGEVnlg,file,https://motiong.feishu.cn/file/InJpbBtZhokyy9xxn2TcwGEVnlg,nan,nan,1.0
1700202749,1721896122,CanFestival跨平台移植说明,ou_d8514d70d4a38ccff9b5bd4a44a00369,Ga7yfqFWFlFQrudKKMscW6J1nbh,KejndU8wOoHk3Pxd5RWcj5znnxg,docx,https://motiong.feishu.cn/docx/KejndU8wOoHk3Pxd5RWcj5znnxg,nan,nan,1.0
1695864702,1697591040,EtherCAT XML PDO改动Altova教程,ou_d8514d70d4a38ccff9b5bd4a44a00369,Ga7yfqFWFlFQrudKKMscW6J1nbh,Tx8fdrLBeoKMnQxWZvGcizXNnnh,docx,https://motiong.feishu.cn/docx/Tx8fdrLBeoKMnQxWZvGcizXNnnh,nan,nan,1.0
1696995216,1697005981,EtherCAT XML编辑插件教程,ou_d8514d70d4a38ccff9b5bd4a44a00369,Ga7yfqFWFlFQrudKKMscW6J1nbh,AGkIdnUUVo4GnBxebjhcLWtCnyb,docx,https://motiong.feishu.cn/docx/AGkIdnUUVo4GnBxebjhcLWtCnyb,nan,nan,1.0
1694833975,1712736562,新松半导体晶圆搬运项目-软件开发,ou_d8514d70d4a38ccff9b5bd4a44a00369,RE2DfUPTNlgMNVdVXWfcbcDWnhg,I0rRdFE5XocQ8OxtFwIcrgklnHc,docx,https://motiong.feishu.cn/docx/I0rRdFE5XocQ8OxtFwIcrgklnHc,nan,nan,1.0
1694404618,1694743941,新松半导体晶圆搬运项目,ou_d8514d70d4a38ccff9b5bd4a44a00369,RE2DfUPTNlgMNVdVXWfcbcDWnhg,Z3OIdYhAMoIHCDxO4olctg7nnif,docx,https://motiong.feishu.cn/docx/Z3OIdYhAMoIHCDxO4olctg7nnif,nan,nan,1.0
1719286425,1719287188,微信机器人进度报告,ou_dd0b2126cd35235bc270c50fd42bdb26,ENIwfOTPll6bFldTsubc1QgLnng,IhHddCBXNoE7q9xhFq7cTldxn1b,docx,https://motiong.feishu.cn/docx/IhHddCBXNoE7q9xhFq7cTldxn1b,nan,nan,1.0
1719222550,1719223390,第一次测试发现问题,ou_dd0b2126cd35235bc270c50fd42bdb26,ENIwfOTPll6bFldTsubc1QgLnng,NIH7dTLEOoxIrpxb41vcWsQbnMc,docx,https://motiong.feishu.cn/docx/NIH7dTLEOoxIrpxb41vcWsQbnMc,nan,nan,1.0
1718844652,1718844652,Memo_GTM 头脑风暴_第一次_240619,ou_dd0b2126cd35235bc270c50fd42bdb26,ENIwfOTPll6bFldTsubc1QgLnng,UReQdQwZEoGj1qxMhTlcneTmnRy,docx,https://motiong.feishu.cn/docx/UReQdQwZEoGj1qxMhTlcneTmnRy,nan,nan,1.0
1718090550,1718097633,微信机器人,ou_dd0b2126cd35235bc270c50fd42bdb26,ENIwfOTPll6bFldTsubc1QgLnng,IwzpdesjqoYqfkxADVAcjTIOnNG,docx,https://motiong.feishu.cn/docx/IwzpdesjqoYqfkxADVAcjTIOnNG,nan,nan,1.0
1716538831,1716540407,Some normal crawlers,ou_dd0b2126cd35235bc270c50fd42bdb26,ENIwfOTPll6bFldTsubc1QgLnng,T5MydUeNqoAJTpxdJfgcROLznJj,docx,https://motiong.feishu.cn/docx/T5MydUeNqoAJTpxdJfgcROLznJj,nan,nan,1.0
1649842555,1718692574,问题跟踪记录表,ou_0f28ee79fed7f27b4f3fcb09ac8a2d83,KjnUfwXqzlBUTodYSnrcoJwunIf,nodcnOa815PhYfJcqaq4q7iyTff,shortcut,https://motiong.feishu.cn/base/bascnPcp7r2SjVyrQbqdZFEQyMf,bascnPcp7r2SjVyrQbqdZFEQyMf,bitable,1.0
1690774199,1691120029,2023年7月31日 FLEX国产化版本CE认证问题及行动计划讨论会议纪要,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,GLULdTke3oBk4MxChfRc65Kfnqh,docx,https://motiong.feishu.cn/docx/GLULdTke3oBk4MxChfRc65Kfnqh,nan,nan,1.0
1660803089,1676124038,Flex-R1双编码器DRV8353版本-第一轮-整机EMC测试报告-20220811-黄永明.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcnNju5pHCELseA2AFN3FsaRb,file,https://motiong.feishu.cn/file/boxcnNju5pHCELseA2AFN3FsaRb,nan,nan,1.0
1671071317,1671071317,FN 2090 极佳衰减性能的多级滤波器.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcnRsNE8CoRjzHsqcBCPjFo5N,file,https://motiong.feishu.cn/file/boxcnRsNE8CoRjzHsqcBCPjFo5N,nan,nan,1.0
1669173736,1669173736,Inspection_Notice_updated on 2020-09-28.doc,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcn1qIdMb0OX9uEglvJmbMc2d,file,https://motiong.feishu.cn/file/boxcn1qIdMb0OX9uEglvJmbMc2d,nan,nan,1.0
1669171175,1669171175,行动元驱动器定制.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcnRyW7uwm7i0kxlLHnFzKfpe,file,https://motiong.feishu.cn/file/boxcnRyW7uwm7i0kxlLHnFzKfpe,nan,nan,1.0
1668772831,1668772832,2楼实验室设计图1116.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcn6tOUtnj9NOASQ7Gj7cuoYe,file,https://motiong.feishu.cn/file/boxcn6tOUtnj9NOASQ7Gj7cuoYe,nan,nan,1.0
1667444348,1667444348,绿盾客户端修改服务端IP操作文档.docx,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcncb95kxf1E9TDBCfH7FH0Pc,file,https://motiong.feishu.cn/file/boxcncb95kxf1E9TDBCfH7FH0Pc,nan,nan,1.0
1667357939,1667357939,硬件测试组-仪器采购 （滤波器）夏佛纳.xlsx,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcnLlapWM2jNxQBZDGZD3jHBh,file,https://motiong.feishu.cn/file/boxcnLlapWM2jNxQBZDGZD3jHBh,nan,nan,1.0
1666947576,1666947576,GZES220801623501.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcn9XXSPRbeeW9AsDAGHysine,file,https://motiong.feishu.cn/file/boxcn9XXSPRbeeW9AsDAGHysine,nan,nan,1.0
1666687797,1666687798,Flex MCU替代低压伺服驱动器-第一轮-整机安规测试报告-20220729-郭建青.pdf,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcn81BXDpteN26rspyUWu2YEe,file,https://motiong.feishu.cn/file/boxcn81BXDpteN26rspyUWu2YEe,nan,nan,1.0
1666146785,1666146785,DN外部接口说明.docx,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,boxcnKo4DCwYiKl4gHNFbSlYEFe,file,https://motiong.feishu.cn/file/boxcnKo4DCwYiKl4gHNFbSlYEFe,nan,nan,1.0
1649338860,1649338860,EMC测试报告类模板,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,doccngR5g39JW0HOuhDHK8Zuere,doc,https://motiong.feishu.cn/docs/doccngR5g39JW0HOuhDHK8Zuere,nan,nan,1.0
1649337525,1649337525,EMC测试报告类模板,ou_d65e444ad4ae4428e33356c0021506b3,KjnUfwXqzlBUTodYSnrcoJwunIf,doccnel94EhkcRYriS8wc5kcDkc,doc,https://motiong.feishu.cn/docs/doccnel94EhkcRYriS8wc5kcDkc,nan,nan,1.0
1719482893,1719482893,全参数对应modbus地址（含多段模式）,ou_64bc0c85d82d89461adb8e946f9331ef,AmuNfnzEflwsNjdqC9Nc3vSAnVf,ZInYsNcQDhqVM4t4e6hcr3Z7nZd,sheet,https://motiong.feishu.cn/sheets/ZInYsNcQDhqVM4t4e6hcr3Z7nZd,nan,nan,1.0
1718767698,1718767698,modbus_module_Uservo6_Modbus_Map (3),ou_64bc0c85d82d89461adb8e946f9331ef,AmuNfnzEflwsNjdqC9Nc3vSAnVf,IpYDsyNwnhvAFYtk7eLc7srEnId,sheet,https://motiong.feishu.cn/sheets/IpYDsyNwnhvAFYtk7eLc7srEnId,nan,nan,1.0
1722218938,1722218939,Goh Chen Sin的个人文档,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,D8iUfIUwjl1LPedDjQncZrMJnDc,folder,https://motiong.feishu.cn/drive/folder/D8iUfIUwjl1LPedDjQncZrMJnDc,nan,nan,2.0
1714022088,1722218281,Content transferred from 视频会议助手,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,LOpRfKoZglRhUQdGUQCcDwIXn4f,folder,https://motiong.feishu.cn/drive/folder/LOpRfKoZglRhUQdGUQCcDwIXn4f,nan,nan,2.0
1688455512,1714377710,JD,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,RhB6fGa6Cl4lSfdjas7ciYlcnou,folder,https://motiong.feishu.cn/drive/folder/RhB6fGa6Cl4lSfdjas7ciYlcnou,nan,nan,2.0
1719983765,1722929237,Form,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,U6RBbYWwQaTF0asr0fZcUoy8nIh,bitable,https://motiong.feishu.cn/base/U6RBbYWwQaTF0asr0fZcUoy8nIh,nan,nan,1.0
1720948859,1721037361,IT Assets collection form,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,AYUubSF1PaRM1fs4J5GcVqmxnz2,bitable,https://motiong.feishu.cn/base/AYUubSF1PaRM1fs4J5GcVqmxnz2,nan,nan,1.0
1699263400,1720951741,Expense Claim/Payment Request Guidance  Copy,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,nodcnXKs8MQRcvX2e0XlOSKsaoh,shortcut,https://motiong.feishu.cn/docx/ZhFEd7RFZo6jNKxbGkccGq71nRI,ZhFEd7RFZo6jNKxbGkccGq71nRI,docx,1.0
1715769395,1716537723,VE Project Intern: Tasks + Weekly Review,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,QytDdhVxwok7zZxJdY3crFbKnVe,docx,https://motiong.feishu.cn/docx/QytDdhVxwok7zZxJdY3crFbKnVe,nan,nan,1.0
1715065206,1715757178,Internship Program Bi-Weekly Review ,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,K1JDdLrqao1Z8nxgwSNcN6cAnif,docx,https://motiong.feishu.cn/docx/K1JDdLrqao1Z8nxgwSNcN6cAnif,nan,nan,1.0
1715324619,1715686263,Interview Qn: Platform Development,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,WQmKdKQg1oixnMxM0xXckGmjnN1,docx,https://motiong.feishu.cn/docx/WQmKdKQg1oixnMxM0xXckGmjnN1,nan,nan,1.0
1715405338,1715405473,VE - Coze,ou_6d8d1fcc9bab62c1a81b749864095b0a,EJ2dfPvZUl44hadJxmmc6lEOnGd,NvMwdI2mNoDfyGxNuKbc466jnWJ,docx,https://motiong.feishu.cn/docx/NvMwdI2mNoDfyGxNuKbc466jnWJ,nan,nan,1.0
