creator,has_child,node_create_time,node_token,node_type,obj_create_time,obj_edit_time,obj_token,obj_type,origin_node_token,origin_space_id,owner,parent_node_token,space_id,title,is_downloaded
ou_c6c7700b20f7c84a7505420680f4f094,False,1721010628,CqjwwEgitikzUTk3BNYcllRwnwe,origin,1721010628,1721206137,Cb2ndHdhGorIWvxkrFmcn5r7nBg,docx,CqjwwEgitikzUTk3BNYcllRwnwe,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,N7C9wo94Eia4q1kuxE4c09dKnOg,7312380977362255874,场景方案收集要点,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1721099489,GiZrwHzybi8vyfkfKvwc7AZxngd,origin,1721099489,1721099562,JJRkdEQYjoyGxAx4vGTcvKAnn6e,docx,GiZrwHzybi8vyfkfKvwc7AZxngd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,N7C9wo94Eia4q1kuxE4c09dKnOg,7312380977362255874,Quiz English Version,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1721117064,J3uJwLSVoixNtukAm5Rc2WnVnGc,origin,1721117064,1722672906,CPbIdzya4ow03rxek6KcjjA9nSg,docx,J3uJwLSVoixNtukAm5Rc2WnVnGc,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,N7C9wo94Eia4q1kuxE4c09dKnOg,7312380977362255874,内部场景&方案信息汇总,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1721729089,WDFuwe3jsippAukeDYVclRNBnpf,origin,1721729089,1723087989,Lwt6b0UamaCas9sldwocEXcGnhQ,bitable,WDFuwe3jsippAukeDYVclRNBnpf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,N7C9wo94Eia4q1kuxE4c09dKnOg,7312380977362255874,Motion G CRM for IA 🎯 副本,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1721697931,S3L5wHnlYi4mcgk3tpXcCCgynDe,origin,1721697931,1723094798,Iy1mbqPwXapRscsSNQdc2Gyhnlf,bitable,S3L5wHnlYi4mcgk3tpXcCCgynDe,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SBA7wLmghiv3kIkNfkocTYB0nIe,7312380977362255874,场景与方案汇总 已清洗,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1720783900,C7WOwJMlyiC8z9k9O50ctPi3nxb,origin,1720783900,1720785249,THBadHBWqoJ2Unx3kJocF6Iqnog,docx,C7WOwJMlyiC8z9k9O50ctPi3nxb,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SDK7w9Y2viDs4zkI2lZch8UBn6g,7312380977362255874,问题示例,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722407111,ZT1jw8mhHibEHHkj7EicZSGanth,origin,1722407111,1722855105,CTFTdrABwopuE7xFDfcc8WjXnhg,docx,ZT1jw8mhHibEHHkj7EicZSGanth,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,GjrnwOt10iED7Vk3Rk6cAkc0nTe,7312380977362255874,内部知识收集方案（飞书）,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1722499315,WxqHwwxaqiKK61kWLu5cvLPTn6d,origin,1722499315,1723025571,RtWHdcbPhocD8WxTanfc2UZtnfg,docx,WxqHwwxaqiKK61kWLu5cvLPTn6d,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,GjrnwOt10iED7Vk3Rk6cAkc0nTe,7312380977362255874,飞书文档和知识库下载脚本,1.0
ou_fe748a9a1838e764fae4d164e863b05c,True,1722937098,OBe2wK8MuiMN84kbFQUczp9bnKe,origin,1722937098,1723002943,Iw1XdApxYonttexC6pmcgAT0naf,docx,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,ou_fe748a9a1838e764fae4d164e863b05c,WxqHwwxaqiKK61kWLu5cvLPTn6d,7312380977362255874,飞书文档整理,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722589556,Ue6iw6Fpniw2AAkxPo6cFfuSn4b,origin,1722589556,1722590107,KEQydaV1poGBBLxS3ZacUTiLnIf,docx,Ue6iw6Fpniw2AAkxPo6cFfuSn4b,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,“我的文档库”文档转出说明,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722855942,DKTqwSjetijsYXkyYLccDBMunhb,origin,1722855942,1722911902,AzezdU4e2oCNh1xExYwcbCiHn8f,docx,DKTqwSjetijsYXkyYLccDBMunhb,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,飞书云盘文档整理session,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722852337,B2P4wFwHriSMLbk7pVgcTTVGnsh,origin,1722852337,1722852337,RgCsdot9uo0W09xrOIic1V0Gnjf,docx,B2P4wFwHriSMLbk7pVgcTTVGnsh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,人员集中整理安排 副本,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722845660,CqeTwQK16iC3XdkF497cCRXcnYd,origin,1722845660,1723083010,OqVKdxokKolwH2xHU2JcbMCvnVc,docx,CqeTwQK16iC3XdkF497cCRXcnYd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,文档集中整理 分组安排,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722564800,UX86wUEQEibyWpkAnnBcqCD8nwd,origin,1722564800,1722911718,MyVNdaFg9or1q0xuMHGcNyhbnMc,docx,UX86wUEQEibyWpkAnnBcqCD8nwd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,飞书云盘整理说明,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1722937220,N8bowfViGisGplkJV1icMB0Cn75,origin,1722937220,1723010759,DRpMbQUnDaTFV9s90oKc2146ndb,bitable,N8bowfViGisGplkJV1icMB0Cn75,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,OBe2wK8MuiMN84kbFQUczp9bnKe,7312380977362255874,整理结果记录,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1702955030,HW6ow2IVLiKKpYkqpcQca0bLn0c,origin,1702955030,1721118003,PGVBdBu8GohvVdx2ptWcL78Nn6d,docx,HW6ow2IVLiKKpYkqpcQca0bLn0c,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,相关链接,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1702951490,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,origin,1702951490,1713940496,BZrTdwZTmo5FcExT8EGcwXofnic,docx,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,会议记录,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1710397638,NaS1wTgP1iXTrvkXzL6c6x06nuc,origin,1710397638,1712911792,RMuwd1iHnoFsHXx1o6ocfsJHnR9,docx,NaS1wTgP1iXTrvkXzL6c6x06nuc,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,内部知识收集和管理,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1701833820,UHCLwixwDioQv6kDcVwcA64in8c,origin,1701833820,1722311613,ZvmGbWz8ZanYkUs3L0fczXronnR,bitable,UHCLwixwDioQv6kDcVwcA64in8c,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,公开信息收集资源清单,1.0
ou_03e873f45232459cb00d1e10d055280d,True,1703152350,V7nRw5JeqiABo6kMLg9cnmcxnAQ,origin,1703152350,1703206628,ZK4AdVdG5o7YxJxceA3cJY83nkh,docx,V7nRw5JeqiABo6kMLg9cnmcxnAQ,7312380977362255874,ou_7c2417a66a64feff6b386c53478be538,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,信息采集文档,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1705544930,IFbEwd548iSZD4kyGnmcW8XLnib,origin,1705544930,1705889753,SqeRdKUbUotYNSxKoVIcVzDrnHd,docx,IFbEwd548iSZD4kyGnmcW8XLnib,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,智能爬虫,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1706078121,QIxnwCi2Mi0kWakHoumcYmfsnud,origin,1706078121,1714465112,RdM5s98bzhV4fpteotkc0roungf,sheet,QIxnwCi2Mi0kWakHoumcYmfsnud,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,数据服务商汇总,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1709027171,M6QKwP5liihg3pkQNGXcDso1nPg,origin,1709027171,1709262204,JgJIdeYf2ophBlx80kHcxJdznVd,docx,M6QKwP5liihg3pkQNGXcDso1nPg,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,workflow节点工具,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1709976751,VPMzwg1Z1iJY3Bk6C2AcQ2EYnv2,origin,1709976751,1709976774,UvU7doXNnomywbxHVZwcN8xZnRg,docx,VPMzwg1Z1iJY3Bk6C2AcQ2EYnv2,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,大模型,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1713779485,F272wIwoZi2DvlkRTh7cn8ZMnKd,origin,1713779485,1713779500,MZf7dWlTno8iTKxK3hUc3laInHf,docx,F272wIwoZi2DvlkRTh7cn8ZMnKd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,VirtualEngineer专项收集,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1708494863,MUulw8xHSiXZobkFCLMcifOZn0B,origin,1708494863,1708496551,Ay8Md87e4oc5ZAxpVWscQV2snFc,docx,MUulw8xHSiXZobkFCLMcifOZn0B,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,HW6ow2IVLiKKpYkqpcQca0bLn0c,7312380977362255874,MongoDB使用说明,1.0
ou_c6c7700b20f7c84a7505420680f4f094,True,1709171990,LNPawqBxJiYBXYkCdh4cnb8pnec,origin,1709171990,1716259868,T0yCdWKk9oeRLIxyr0qcVsVunZe,docx,LNPawqBxJiYBXYkCdh4cnb8pnec,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识BSC,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1704369767,Igd2w23OeioyDMkEfCecWJ0JnKh,origin,1704369767,1704369859,GnIudGpAYoMXfexQzWHcqHDyncf,docx,Igd2w23OeioyDMkEfCecWJ0JnKh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,BSC目标估算,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1709195740,GBqkwmCzNi27WUkhf2CcmRa1nHc,origin,1709195740,1709260592,ZqXKdjH1ioAbRwxkMehcOog8naf,docx,GBqkwmCzNi27WUkhf2CcmRa1nHc,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识BSC讨论 2024年3月1日,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1709108021,DEJ4wnCgeiW8IfkRzVLcxIb2nFh,origin,1709108021,1709171650,AvlEdkgfnoq7zCxOFu2cbRYXnrc,docx,DEJ4wnCgeiW8IfkRzVLcxIb2nFh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集汇报240228,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1709028429,WG63wMhJli65F3kN3cjc22PgnYe,origin,1709028429,1709098817,R6CYdqQvboOnAlxnObScMp1vnwf,docx,WG63wMhJli65F3kN3cjc22PgnYe,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,关于数据收集管理规范的讨论 2024年2月28日,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1709023705,LDL6wmpCRi6OCYkNWvqcsxQRnQe,origin,1709023705,1709023708,C62AdC9VBoqI4pxoWSbcudkEnab,docx,LDL6wmpCRi6OCYkNWvqcsxQRnQe,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集例会 2024年2月27日,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1708663728,KS4bwb19oi3ld5ki1SVcJCnlnyg,origin,1708663728,1709190673,WTgod6gBNo5s8gxLPiacCnHAnye,docx,KS4bwb19oi3ld5ki1SVcJCnlnyg,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集进度汇报2400226,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1708353712,VNJEwurovi8h3XkG3WvcedF4nvc,origin,1708353712,1708686880,VAexdaV5zobu9QxvKkCc7UsOnBe,docx,VNJEwurovi8h3XkG3WvcedF4nvc,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集进度汇报240219,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1704770350,OjI8w4m52iDPb1k7pv1c9lohnCe,origin,1704770350,1713148300,Ofywdi7cmoMyuCxNrTxcZ2Sunsg,docx,OjI8w4m52iDPb1k7pv1c9lohnCe,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集计划汇报240109,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1703052565,PEVrwaqxFiSuTUkw84fcsDp2ngh,origin,1703052565,1703501445,CqX8dePEdosqwMx0PwUckkv9nvh,docx,PEVrwaqxFiSuTUkw84fcsDp2ngh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,YwK6wAeOfiD48Ak9Gg3c5F8mnxd,7312380977362255874,知识收集进度汇报1220,1.0
ou_72b4f99dc3b5c5ca84b0798b1bb4ed71,False,1704285787,W3czweOBhiizlKkq0DXcWp9Bnqh,shortcut,1704285787,1704297766,PzkCbfQJtohqKcxCZFXc3Fmvnie,file,nan,0,ou_9ab42cf6b1c99ca1f550a99dc483d909,LNPawqBxJiYBXYkCdh4cnb8pnec,7312380977362255874,2024 BSC Action Plan I2.pptx,1.0
ou_c6c7700b20f7c84a7505420680f4f094,False,1709814896,BRaAwbjfvifbyIkkgtAcaqxln1e,origin,1709814896,1714267246,UyNib8DMNas7QaspZslcn1BMngb,bitable,BRaAwbjfvifbyIkkgtAcaqxln1e,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,LNPawqBxJiYBXYkCdh4cnb8pnec,7312380977362255874,BSC Review I2.2 工程领域公开信息或知识收集,1.0
